期刊名称,类型,别名,简称,ISSN,中科院分区,中科院版本,CCF级别,CCF版本,CCF中文期刊标签,CCF中文期刊版本,影响因子,影响因子年份,影响因子来源,学校等级,学校名称,学校版本,中科院学科标签,中科院升级版标签,JCR分区标签,新锐分区标签,新锐版本,检索标签,北大中文核心标签,南大中文核心标签,CSSCI扩展版标签,中国科技核心标签,CSCD核心库标签,CSCD扩展库标签,中国科协高质量期刊标签,SJR标签,期刊类型标签,预警标签,其他标签,来源链接
贵州民族研究,期刊,,,,,,,,,,,,,,,,,,,,,,2023版,2025-2026,,,,,,,,,,
贵州社会科学,期刊,,,,,,,,,,,,,,,,,,,,,,2023版,2025-2026,,,,,,,,,,
贵州财经大学学报,期刊,,,20955960,,,,,,,,,,,,,,,,,,,2023版,2025-2026,,2025,,,技术经济 T3（2025总汇）,,,,,
贵金属,期刊,,,10040676,,,,,,,,,,,,,,,,,,,2023版,,,2025,,,有色金属 T3（2025总汇）|冶金工程技术与金属材料（金属学与金属工艺） T3（2025总汇）,,,,,
资源与产业,期刊,,,16732464,,,,,,,,,,,,,,,,,,,,,,2025,,,煤炭 T2（2025总汇）,,,,,
资源信息与工程,期刊,,,20962339,,,,,,,,,,,,,,,,,,,,,,,,,煤炭 T3（2025总汇）|有色金属 T3（2025总汇）,,,,,
资源再生,期刊,,,1671721X,,,,,,,,,,,,,,,,,,,,,,,,,有色金属 T3（2025总汇）,,,,,
资源开发与市场,期刊,,,,,,,,,,,,,,,,,,,,,,,,,2025,,,,,,,,
超硬材料工程,期刊,,,16731433,,,,,,,,,,,,,,,,,,,,,,,,,煤炭 T3（2025总汇）|有色金属 T3（2025总汇）,,,,,
路基工程,期刊,,,,,,,,,,,,,,,,,,,,,,,,,,,,公路运输 T3（2025总汇）,,,,,
軽金属,期刊,,,04515994,,,,,,,,,,,,,,,,,,,,,,,,,有色金属 T3（2025总汇）,,,,,
车用发动机,期刊,,,,,,,,,,,,,,,,,,,,,,2023版,,,2025,,,,,,,,
车辆与动力技术,期刊,,,,,,,,,,,,,,,,,,,,,,,,,,,,兵器科学与技术（武器工业） T3（2025总汇）,,,,,
轧钢,期刊,,,10039996,,,,,,,,,,,,,,,,,,,2023版,,,2025,,,冶金工程技术与金属材料（金属学与金属工艺） T2（2025总汇）,,,,,
转化医学杂志,期刊,,,,,,,,,,,,,,,,,,,,,,,,,2025,,,,,,,,
软件和集成电路,期刊,,,,,,,,T3,2025,,,,,,,,,,,,,,,,,,,计算 T3（2025总汇）,,,,,
软件导刊,期刊,,,16727800,,,,,T3,2025,,,,,,,,,,,,,,,,,,,计算 T3（2025总汇）|电子及信息技术 T3（2025总汇）,,,,,
软科学,期刊,,,10018409,,,,,,,,,,,,,,,,,,,2023版,2025-2026,,2025,,,技术经济 T3（2025总汇）,,,,,
轴承,期刊,,,,,,,,,,,,,,,,,,,,,,2023版,,,2025,,,,,,,,
轻合金加工技术,期刊,,,10077235,,,,,,,,,,,,,,,,,,,,,,,,,冶金工程技术与金属材料（金属学与金属工艺） T3（2025总汇）,,,,,
轻工学报,期刊,,,,,,,,,,,,,,,,,,,,,,2023版,,,,,,,,,,,
轻工机械,期刊,,,,,,,,,,,,,,,,,,,,,,,,,2025,,,,,,,,
轻金属,期刊,,,10021752,,,,,,,,,,,,,,,,,,,,,,,,,有色金属 T3（2025总汇）|冶金工程技术与金属材料（金属学与金属工艺） T3（2025总汇）,,,,,
载人航天,期刊,,,16745825,,,,,,,,,,,,,,,,,,,2023版,,,2025,2025-2026,,,,,,,
辐射研究与辐射工艺学报,期刊,,,10003436,,,,,,,,,,,,,,,,,,,,,,2025,2025-2026,,核 T3（2025总汇）,,,,,
辐射防护,期刊,,,10008187,,,,,,,,,,,,,,,,,,,2023版,,,2025,2025-2026,,核 T2（2025总汇）,,,,,
辐射防护通讯,期刊,,,10046356,,,,,,,,,,,,,,,,,,,,,,,,,核 T3（2025总汇）,,,,,
辞书研究,期刊,,,,,,,,,,,,,,,,,,,,,,,,2025-2026,,,,,,,,,
边界与海洋研究,期刊,,,,,,,,,,,,,,,,,,,,,,,,2025-2026,,,,,,,,,
辽宁中医杂志,期刊,,,10001719,,,,,,,,,,,,,,,,,,,2023版,,,2025,,,中医药 T2（2025总汇）,,,,,
辽宁中医药大学学报,期刊,,,1673842X,,,,,,,,,,,,,,,,,,,,,,2025,,,中医药 T2（2025总汇）,,,,,
辽宁农业科学,期刊,,,,,,,,,,,,,,,,,,,,,,,,,2025,,,,,,,,
辽宁化工,期刊,,,10040935,,,,,,,,,,,,,,,,,,,,,,,,,化工 T3（2025总汇）,,,,,
辽宁大学学报（哲学社会科学版）,期刊,,,,,,,,,,,,,,,,,,,,,,,,2025-2026,,,,,,,,,
辽宁工程技术大学学报(自然科学版),期刊,辽宁工程技术大学学报.自然科学版|辽宁工程技术大学学报自然科学版,,10080562,,,,,,,,,,,,,,,,,,,2023版,,,2025,,,煤炭 T2（2025总汇）,,,,,
辽宁石油化工大学学报,期刊,,,16726952,,,,,,,,,,,,,,,,,,,,,,,,,化工 T3（2025总汇）,,,,,
过程工程学报,期刊,,,1009606X,,,,,,,,,,,,,,,,,,,2023版,,,2025,2025-2026,,化工 T2（2025总汇）,,,,,
运筹与管理,期刊,,,10073221|1007-3221,,,,,,,,,,,,,,,,,,,2023版,,,2025,,2025-2026,仿真科学与技术 T3（2025总汇）|管理科学 T2（2025总汇）,,,,,
运筹学学报,期刊,,,,,,,,,,,,,,,,,,,,,,2023版,,,2025,,,,,,,,
运筹学学报(中英文),期刊,,,10076093,,,,,,,,,,,,,,,,,,,,,,,2025-2026,,,,,,,
近代史研究,期刊,,,,,,,,,,,,,,,,,,,,,,2023版,2025-2026,,2025,,,,,,,,
远程教育杂志,期刊,,,,,,,,,,,,,,,,,,,,,,2023版,2025-2026,,2025,,,,,,,,
连铸,期刊,,,10054006,,,,,,,,,,,,,,,,,,,2023版,,,,,,冶金工程技术与金属材料（金属学与金属工艺） T2（2025总汇）,,,,,
选煤技术,期刊,,,10013571,,,,,,,,,,,,,,,,,,,,,,,,,煤炭 T3（2025总汇）,,,,,
通信与信息技术,期刊,,,16720164,,,,,,,,,,,,,,,,,,,,,,,,,信息通信 T3（2025总汇）,,,,,
通信与信息网络学报(英文),期刊,Journal of Communications and Information Networks,,20961081,,,,,,,,,,,,,,,,,,,,,,,2025-2026,,信息通信 T1（2025总汇）|电子及信息技术 T2（2025总汇）,,,,,
通信管理与技术,期刊,,,16726200,,,,,,,,,,,,,,,,,,,,,,,,,信息通信 T3（2025总汇）,,,,,
逻辑学研究,期刊,,,,,,,,,,,,,,,,,,,,,,,2025-2026,,,,,,,,,,
遗传,期刊,,,02539772,,,,,,,,,,,,,,,,,,,2023版,,,2025,2025-2026,,,,,,,
遥感信息,期刊,,,10003177,,,,,,,,,,,,,,,,,,,2023版,,,2025,2025-2026,,,,,,,
遥感学报,期刊,,,10074619,,,,,,,,,,,,,,,,,,,2023版,,,2025,2025-2026,,环境科学 T3（2025总汇）|地球物理 T2（2025总汇）|农业工程 T2（2025总汇）,,,,,
遥感技术与应用,期刊,,,10040323,,,,,,,,,,,,,,,,,,,2023版,,,2025,2025-2026,,农业工程 T3（2025总汇）,,,,,
遵义医科大学学报,期刊,,,,,,,,,,,,,,,,,,,,,,,,,2025,,,,,,,,
邮电设计技术,期刊,,,10073043,,,,,,,,,,,,,,,,,,,,,,,,,信息通信 T3（2025总汇）,,,,,
郑州大学学报.哲学社会科学版,期刊,郑州大学学报（哲学社会科学版）,,,,,,,,,,,,,,,,,,,,,2023版,2025-2026,,,,,,,,,,
郑州大学学报医学版,期刊,郑州大学学报.医学版,,16716825,,,,,,,,,,,,,,,,,,,2023版,,,2025,,,临床医学 T2（2025总汇）,,,,,
郑州大学学报工学版,期刊,郑州大学学报.工学版,,,,,,,,,,,,,,,,,,,,,2023版,,,2025,,,,,,,,
郑州大学学报理学版,期刊,郑州大学学报.理学版,,,,,,,,,,,,,,,,,,,,,2023版,,,2025,,,,,,,,
都市快轨交通,期刊,,,16726073,,,,,,,,,,,,,,,,,,,2023版,,,2025,,,铁路运输 T2（2025总汇）,,,,,
采矿与岩层控制工程学报,期刊,,,20967187,,,,,,,,,,,,,,,,,,,2023版,,,2025,,,煤炭 T2（2025总汇）,,,,,
采矿技术,期刊,,,16712900,,,,,,,,,,,,,,,,,,,,,,,,,煤炭 T3（2025总汇）|有色金属 T3（2025总汇）,,,,,
重庆交通大学学报. 自然科学版,期刊,重庆交通大学学报.自然科学版|重庆交通大学学报自然科学版|重庆交通大学学报(自然科学版),,16740696,,,,,,,,,,,,,,,,,,,2023版,,,2025,,2025-2026,公路运输 T1（2025总汇）,,,,,
重庆医学,期刊,,,16718348,,,,,,,,,,,,,,,,,,,,,,2025,,,临床医学 T3（2025总汇）,,,,,
重庆医科大学学报,期刊,,,02533626,,,,,,,,,,,,,,,,,,,2023版,,,2025,,2025-2026,,,,,,
重庆大学学报,期刊,,,1000582X,,,,,,,,,,,,,,,,,,,2023版,,,2025,2025-2026,,,,,,,
重庆大学学报社会科学版,期刊,重庆大学学报.社会科学版|重庆大学学报（社会科学版）,,,,,,,,,,,,,,,,,,,,,2023版,2025-2026,,2025,,,,,,,,
重庆师范大学学报自然科学版,期刊,重庆师范大学学报.自然科学版,,,,,,,,,,,,,,,,,,,,,2023版,,,2025,,,,,,,,
重庆理工大学学报(自然科学),期刊,,,,,,,,,,,,,,,,,,,,,,,,,,,,兵器科学与技术（武器工业） T3（2025总汇）,,,,,
重庆理工大学学报.自然科学版,期刊,,,,,,,,,,,,,,,,,,,,,,2023版,,,,,,,,,,,
重庆社会科学,期刊,,,,,,,,,,,,,,,,,,,,,,2023版,2025-2026,,,,,,,,,,
重庆邮电大学学报(自然科学版),期刊,重庆邮电大学学报. 自然科学版|重庆邮电大学学报.自然科学版|重庆邮电大学学报自然科学版,,1673825X,,,,,,,,,,,,,,,,,,,2023版,,,2025,,2025-2026,信息通信 T2（2025总汇）|电子及信息技术 T2（2025总汇）,,,,,
重庆高教研究,期刊,,,,,,,,,,,,,,,,,,,,,,2023版,,2025-2026,,,,,,,,,
野生动物学报,期刊,,,,,,,,,,,,,,,,,,,,,,2023版,,,,,,,,,,,
量子光学学报,期刊,,,,,,,,,,,,,,,,,,,,,,2023版,,,,,,,,,,,
量子电子学报,期刊,,,10075461,,,,,,,,,,,,,,,,,,,2023版,,,2025,,2025-2026,电子及信息技术 T3（2025总汇）,,,,,
金刚石与磨料磨具工程,期刊,,,1006852X,,,,,,,,,,,,,,,,,,,2023版,,,2025,,,有色金属 T2（2025总汇）|冶金工程技术与金属材料（金属学与金属工艺） T3（2025总汇）,,,,,
金属功能材料,期刊,,,10058192,,,,,,,,,,,,,,,,,,,,,,2025,,,有色金属 T3（2025总汇）|冶金工程技术与金属材料（金属学与金属工艺） T3（2025总汇）,,,,,
金属加工热加工,期刊,,,,,,,,,,,,,,,,,,,,,,,,,2025,,,,,,,,
金属学报,期刊,,,04121961,,,,,,,,,,,,,,,,,,,2023版,,,2025,2025-2026,,有色金属 T1（2025总汇）|冶金工程技术与金属材料（金属学与金属工艺） T1（2025总汇）,,,,,
金属学报 (英文版),期刊,Acta Metallurgica Sinica-English Letters|Acta Metallurgica Sinica(English Letters)(金属学报(英文版)),,10067191,,,,,,,,,,,,,,,,,,,,,,,2025-2026,,有色金属 T1（2025总汇）|冶金工程技术与金属材料（金属学与金属工艺） T1（2025总汇）,,,,,
金属热处理,期刊,,,02546051,,,,,,,,,,,,,,,,,,,2023版,,,2025,,2025-2026,有色金属 T2（2025总汇）|冶金工程技术与金属材料（金属学与金属工艺） T3（2025总汇）,,,,,
金属矿山,期刊,,,10011250,,,,,,,,,,,,,,,,,,,2023版,,,2025,,,有色金属 T2（2025总汇）|冶金工程技术与金属材料（金属学与金属工艺） T2（2025总汇）,,,,,
金融与经济,期刊,,,,,,,,,,,,,,,,,,,,,,2023版,,,,,,,,,,,
金融发展研究,期刊,,,,,,,,,,,,,,,,,,,,,,2023版,,,,,,,,,,,
金融理论与实践,期刊,,,,,,,,,,,,,,,,,,,,,,2023版,,,2025,,,,,,,,
金融监管研究,期刊,,,,,,,,,,,,,,,,,,,,,,2023版,,2025-2026,,,,,,,,,
金融经济学研究,期刊,,,20971346|1674-1625,,,,,,,,,,,,,,,,,,,2023版,2025-2026,,2025,,,技术经济 T3（2025总汇）|管理科学 T2（2025总汇）,,,,,
金融论坛,期刊,,,1009-9190,,,,,,,,,,,,,,,,,,,2023版,,,,,,管理科学 T2（2025总汇）,,,,,
针刺研究,期刊,,,10000607,,,,,,,,,,,,,,,,,,,2023版,,,2025,2025-2026,,中医药 T1（2025总汇）,,,,,
针灸临床杂志,期刊,,,10050779,,,,,,,,,,,,,,,,,,,,,,2025,,,中医药 T2（2025总汇）,,,,,
针灸推拿医学(英文版),期刊,Journal of Acupuncture and Tuina Science,,16723597,,,,,,,,,,,,,,,,,,,,,,2025,2025-2026,,中医药 T2（2025总汇）,,,,,
针织工业,期刊,,,,,,,,,,,,,,,,,,,,,,2023版,,,,,,纺织 T3（2025总汇）,,,,,
钛工业进展,期刊,,,10099964,,,,,,,,,,,,,,,,,,,,,,2025,,,有色金属 T3（2025总汇）|冶金工程技术与金属材料（金属学与金属工艺） T3（2025总汇）,,,,,
钟山,期刊,,,,,,,,,,,,,,,,,,,,,,2023版,,,,,,,,,,,
钢管,期刊,,,10012311,,,,,,,,,,,,,,,,,,,,,,,,,冶金工程技术与金属材料（金属学与金属工艺） T3（2025总汇）,,,,,
钢铁,期刊,,,0449749X,,,,,,,,,,,,,,,,,,,2023版,,,2025,2025-2026,,冶金工程技术与金属材料（金属学与金属工艺） T1（2025总汇）,,,,,
钢铁研究学报,期刊,,,10010963,,,,,,,,,,,,,,,,,,,2023版,,,2025,2025-2026,,冶金工程技术与金属材料（金属学与金属工艺） T1（2025总汇）,,,,,
钢铁研究学报(英文版),期刊,"Journal of Iron and Steel Research, International",,1006706X,,,,,,,,,,,,,,,,,,,,,,2025,2025-2026,,冶金工程技术与金属材料（金属学与金属工艺） T1（2025总汇）,,,,,
钢铁钒钛,期刊,,,10047638,,,,,,,,,,,,,,,,,,,2023版,,,2025,,,冶金工程技术与金属材料（金属学与金属工艺） T3（2025总汇）,,,,,
钻井液与完井液,期刊,,,10015620,,,,,,,,,,,,,,,,,,,2023版,,,2025,,,石油、天然气工业 T3（2025总汇）,,,,,
钻采工艺,期刊,,,,,,,,,,,,,,,,,,,,,,2023版,,,,,,,,,,,
铀矿冶,期刊,,,10008063,,,,,,,,,,,,,,,,,,,,,,2025,,,核 T3（2025总汇）,,,,,
铀矿地质,期刊,,,10000658,,,,,,,,,,,,,,,,,,,,,,2025,,2025-2026,核 T2（2025总汇）,,,,,
铁道学报,期刊,,,10018360,,,,,,,,,,,,,,,,,,,2023版,,,2025,2025-2026,,铁路运输 T1（2025总汇）,,,,,
铁道工程学报,期刊,,,10062106,,,,,,,,,,,,,,,,,,,2023版,,,2025,2025-2026,,铁路运输 T2（2025总汇）,,,,,
铁道建筑,期刊,,,10031995,,,,,,,,,,,,,,,,,,,2023版,,,,,,铁路运输 T3（2025总汇）,,,,,
铁道机车车辆,期刊,,,10087842,,,,,,,,,,,,,,,,,,,2023版,,,,,,铁路运输 T3（2025总汇）,,,,,
铁道标准设计,期刊,,,10042954,,,,,,,,,,,,,,,,,,,2023版,,,,,,铁路运输 T3（2025总汇）,,,,,
铁道科学与工程学报,期刊,,,16727029,,,,,,,,,,,,,,,,,,,2023版,,,2025,2025-2026,,铁路运输 T1（2025总汇）,,,,,
铁道运输与经济,期刊,,,10031421,,,,,,,,,,,,,,,,,,,2023版,,,,,,铁路运输 T2（2025总汇）,,,,,
铜业工程,期刊,,,10093842,,,,,,,,,,,,,,,,,,,,,,,,,有色金属 T3（2025总汇）,,,,,
铝加工,期刊,,,10054898,,,,,,,,,,,,,,,,,,,,,,,,,有色金属 T3（2025总汇）,,,,,
铸造,期刊,,,10014977,,,,,,,,,,,,,,,,,,,,,,2025,,,有色金属 T3（2025总汇）|冶金工程技术与金属材料（金属学与金属工艺） T3（2025总汇）,,,,,
锅炉技术,期刊,,,16724763,,,,,,,,,,,,,,,,,,,2023版,,,,,,能源电力 T3（2025总汇）,,,,,
锻压技术,期刊,,,10003940,,,,,,,,,,,,,,,,,,,2023版,,,2025,,2025-2026,有色金属 T2（2025总汇）|冶金工程技术与金属材料（金属学与金属工艺） T2（2025总汇）,,,,,
镁合金学报(英文版),期刊,Journal of Magnesium and Alloys|Journal of Magnesium and Alloys(镁合金学报(英文)),,22139567,,,,,,,,,,,,,,,,,,,,,,2025,2025-2026,,有色金属 T1（2025总汇）|冶金工程技术与金属材料（金属学与金属工艺） T1（2025总汇）,,,,,
长城,期刊,,,,,,,,,,,,,,,,,,,,,,2023版,,,,,,,,,,,
长安大学学报. 自然科学版,期刊,长安大学学报.自然科学版|长安大学学报自然科学版|长安大学学报(自然科学版),,16718879,,,,,,,,,,,,,,,,,,,2023版,,,2025,2025-2026,,公路运输 T1（2025总汇）,,,,,
长春中医药大学学报,期刊,,,20956258,,,,,,,,,,,,,,,,,,,,,,2025,,,中医药 T2（2025总汇）,,,,,
长春理工大学学报自然科学版,期刊,长春理工大学学报(自然科学版),,,,,,,,,,,,,,,,,,,,,,,,2025,,,兵器科学与技术（武器工业） T3（2025总汇）,,,,,
长江大学学报(自然科学版),期刊,,,16731409,,,,,,,,,,,,,,,,,,,,,,,,,石油、天然气工业 T3（2025总汇）,,,,,
长江学术,期刊,,,,,,,,,,,,,,,,,,,,,,,,2025-2026,,,,,,,,,
长江文艺.原创,期刊,,,,,,,,,,,,,,,,,,,,,,2023版,,,,,,,,,,,
长江科学院院报,期刊,,,10015485,,,,,,,,,,,,,,,,,,,2023版,,,2025,2025-2026,,,,,,,
长沙理工大学学报(自然科学版),期刊,,,,,,,,,,,,,,,,,,,,,,,,,,,,公路运输 T2（2025总汇）,,,,,
问天少年,期刊,,,,,,,,,,,,,,,,,,,,,,,,,科普卷 2025,,,,,,,,
防灾减灾学报,期刊,,,16748565,,,,,,,,,,,,,,,,,,,,,,,,,地球物理 T3（2025总汇）,,,,,
防灾减灾工程学报,期刊,采矿与安全工程学报,,16733363|16722132,,,,,,,,,,,,,,,,,,,2023版,,,2025,2025-2026,,煤炭 T1（2025总汇）|安全科学 T2（2025总汇）,,,,,
阿拉伯世界研究,期刊,,,,,,,,,,,,,,,,,,,,,,2023版,,2025-2026,,,,,,,,,
陆军军医大学学报,期刊,,,20970927,,,,,,,,,,,,,,,,,,,2023版,,,2025,2025-2026,,临床医学 T3（2025总汇）,,,,,
陆军工程大学学报,期刊,,,,,,,,,,,,,,,,,,,,,,,,,2025,,,,,,,,
陆地生态系统与保护学报,期刊,,,20968884,,,,,,,,,,,,,,,,,,,,,,,,2025-2026,,,,,,
陕西中医,期刊,,,,,,,,,,,,,,,,,,,,,,,,,2025,,,,,,,,
陕西农业科学,期刊,,,,,,,,,,,,,,,,,,,,,,,,,2025,,,,,,,,
陕西医学杂志,期刊,,,,,,,,,,,,,,,,,,,,,,,,,2025,,,,,,,,
陕西师范大学学报(自然科学版),期刊,陕西师范大学学报. 自然科学版|陕西师范大学学报.自然科学版|陕西师范大学学报自然科学版,,16724291,,,,,,,,,,,,,,,,,,,2023版,,,2025,,2025-2026,声学 T3（2025总汇）,,,,,
陕西师范大学学报哲学社会科学版,期刊,陕西师范大学学报.哲学社会科学版|陕西师范大学学报（哲学社会科学版）,,,,,,,,,,,,,,,,,,,,,2023版,2025-2026,,2025,,,,,,,,
陕西煤炭,期刊,,,1671749X,,,,,,,,,,,,,,,,,,,,,,,,,煤炭 T3（2025总汇）,,,,,
陕西科技大学学报,期刊,,,,,,,,,,,,,,,,,,,,,,2023版,,,,,,,,,,,
陶瓷学报,期刊,,,2095784X,,,,,,,,,,,,,,,,,,,2023版,,,2025,,,无机非金属材料 T3（2025总汇）,,,,,
隧道与地下工程灾害防治,期刊,,,,,,,,,,,,,,,,,,,,,,,,,,,,公路运输 T2（2025总汇）,,,,,
隧道建设(中英文),期刊,,,20964498,,,,,,,,,,,,,,,,,,,2023版,,,,2025-2026,,铁路运输 T2（2025总汇）|公路运输 T1（2025总汇）,,,,,
隧道建设中英文版,期刊,,,,,,,,,,,,,,,,,,,,,,,,,2025,,,,,,,,
集成电路与嵌入式系统,期刊,,,20974191,,,,,T3,2025,,,,,,,,,,,,,,,,2025,,2025-2026,计算 T3（2025总汇）,,,,,
雷达学报,期刊,雷达学报(中英文),,2095283X,,,,,,,,,,,,,,,,,,,2023版,,,2025,2025-2026,,电子及信息技术 T2（2025总汇）,,,,,
雷达科学与技术,期刊,,,16722337,,,,,,,,,,,,,,,,,,,2023版,,,2025,,,电子及信息技术 T2（2025总汇）,,,,,
震灾防御技术,期刊,,,16735722,,,,,,,,,,,,,,,,,,,2023版,,,2025,,2025-2026,安全科学 T3（2025总汇）|地球物理 T3（2025总汇）,,,,,
露天采矿技术,期刊,,,16719816,,,,,,,,,,,,,,,,,,,,,,,,,煤炭 T3（2025总汇）,,,,,
青少年犯罪问题,期刊,,,,,,,,,,,,,,,,,,,,,,,,2025-2026,2025,,,,,,,,
青岛农业大学学报(自然科学版),期刊,,,,,,,,,,,,,,,,,,,,,,,,,,,,农业工程 T3（2025总汇）,,,,,
青岛大学学报医学版,期刊,,,,,,,,,,,,,,,,,,,,,,,,,2025,,,,,,,,
青岛科技大学学报自然科学版,期刊,,,,,,,,,,,,,,,,,,,,,,,,,2025,,,,,,,,
青年探索,期刊,,,,,,,,,,,,,,,,,,,,,,,,2025-2026,2025,,,,,,,,
青年研究,期刊,,,,,,,,,,,,,,,,,,,,,,2023版,2025-2026,,2025,,,,,,,,
青年记者,期刊,,,,,,,,,,,,,,,,,,,,,,,,2025-2026,,,,,,,,,
青海民族大学学报（社会科学版）,期刊,,,,,,,,,,,,,,,,,,,,,,,,2025-2026,,,,,,,,,
青海民族大学学报（藏文版）,期刊,,,,,,,,,,,,,,,,,,,,,,,,2025-2026,,,,,,,,,
青海民族研究,期刊,,,,,,,,,,,,,,,,,,,,,,2023版,2025-2026,,,,,,,,,,
青海社会科学,期刊,,,,,,,,,,,,,,,,,,,,,,2023版,2025-2026,,,,,,,,,,
非金属矿,期刊,,,10008098,,,,,,,,,,,,,,,,,,,,,,2025,,,煤炭 T2（2025总汇）|无机非金属材料 T3（2025总汇）,,,,,
音乐创作,期刊,,,,,,,,,,,,,,,,,,,,,,2023版,,,,,,,,,,,
音乐研究,期刊,,,,,,,,,,,,,,,,,,,,,,2023版,2025-2026,,2025,,,,,,,,
音乐艺术,期刊,,,,,,,,,,,,,,,,,,,,,,2023版,,,,,,,,,,,
音乐艺术（上海音乐学院学报）,期刊,,,,,,,,,,,,,,,,,,,,,,,2025-2026,,,,,,,,,,
预防医学,期刊,,,20965087,,,,,,,,,,,,,,,,,,,,,,2025,,,预防医学与卫生学 T2（2025总汇）,,,,,
预防医学情报杂志,期刊,,,10064028,,,,,,,,,,,,,,,,,,,,,,2025,,,预防医学与卫生学 T3（2025总汇）,,,,,
领导科学,期刊,,,,,,,,,,,,,,,,,,,,,,2023版,,,,,,,,,,,
颈腰痛杂志,期刊,,,,,,,,,,,,,,,,,,,,,,,,,2025,,,,,,,,
风景园林,期刊,,,16731530,,,,,,,,,,,,,,,,,,,2023版,,,2025,,,照明 T2（2025总汇）,,,,,
飞控与探测,期刊,,,,,,,,,,,,,,,,,,,,,,,,,2025,,,,,,,,
飞行力学,期刊,,,10020853,,,,,,,,,,,,,,,,,,,2023版,,,2025,,2025-2026,,,,,,
食品与发酵工业,期刊,,,0253990X,,,,,,,,,,,,,,,,,,,2023版,,,2025,2025-2026,,食品科学与工程 T1（2025总汇）,,,,,
食品与发酵科技,期刊,,,1674506X,,,,,,,,,,,,,,,,,,,,,,2025,,,食品科学与工程 T3（2025总汇）,,,,,
食品与机械,期刊,,,10035788,,,,,,,,,,,,,,,,,,,2023版,,,2025,,2025-2026,食品科学与工程 T2（2025总汇）,,,,,
食品与生物技术学报,期刊,,,16731689,,,,,,,,,,,,,,,,,,,2023版,,,2025,,2025-2026,食品科学与工程 T2（2025总汇）,,,,,
食品与药品,期刊,,,,,,,,,,,,,,,,,,,,,,,,,2025,,,,,,,,
食品安全质量检测学报,期刊,,,20950381,,,,,,,,,,,,,,,,,,,,,,2025,,,食品科学与工程 T3（2025总汇）,,,,,
食品工业,期刊,,,1004471X,,,,,,,,,,,,,,,,,,,,,,,,,食品科学与工程 T3（2025总汇）,,,,,
食品工业科技,期刊,,,10020306,,,,,,,,,,,,,,,,,,,2023版,,,2025,,,食品科学与工程 T1（2025总汇）,,,,,
食品研究与开发,期刊,,,10056521,,,,,,,,,,,,,,,,,,,,,,2025,,,食品科学与工程 T2（2025总汇）,,,,,
食品科学,期刊,,,10026630,,,,,,,,,,,,,,,,,,,2023版,,,2025,2025-2026,,食品科学与工程 T1（2025总汇）,,,,,
食品科学技术学报,期刊,,,20956002,,,,,,,,,,,,,,,,,,,2023版,,,2025,2025-2026,,食品科学与工程 T1（2025总汇）,,,,,
食品科技,期刊,,,10059989,,,,,,,,,,,,,,,,,,,2023版,,,2025,,,食品科学与工程 T3（2025总汇）,,,,,
食用菌学报,期刊,,,10059873,,,,,,,,,,,,,,,,,,,2023版,,,2025,,2025-2026,,,,,,
饲料工业,期刊,,,,,,,,,,,,,,,,,,,,,,2023版,,,2025,,,,,,,,
饲料研究,期刊,,,,,,,,,,,,,,,,,,,,,,2023版,,,2025,,,,,,,,
首都体育学院学报,期刊,,,1009783X,,,,,,,,,,,,,,,,,,,2023版,,2025-2026,,,,体育 T1（2025总汇）,,,,,
首都公共卫生,期刊,,,16737830,,,,,,,,,,,,,,,,,,,,,,2025,,,预防医学与卫生学 T3（2025总汇）,,,,,
首都医科大学学报,期刊,,,10067795,,,,,,,,,,,,,,,,,,,2023版,,,2025,,,临床医学 T2（2025总汇）,,,,,
首都师范大学学报.社会科学版,期刊,首都师范大学学报（社会科学版）,,,,,,,,,,,,,,,,,,,,,2023版,2025-2026,,,,,,,,,,
首都师范大学学报自然科学版,期刊,,,,,,,,,,,,,,,,,,,,,,,,,2025,,,,,,,,
首都经济贸易大学学报,期刊,,,,,,,,,,,,,,,,,,,,,,2023版,,2025-2026,,,,,,,,,
香料香精化妆品,期刊,,,,,,,,,,,,,,,,,,,,,,,,,2025,,,,,,,,
马克思主义哲学,期刊,,,,,,,,,,,,,,,,,,,,,,,,2025-2026,,,,,,,,,
马克思主义理论学科研究,期刊,,,,,,,,,,,,,,,,,,,,,,2023版,2025-2026,,,,,,,,,,
马克思主义理论教学与研究,期刊,,,,,,,,,,,,,,,,,,,,,,,,2025-2026,,,,,,,,,
骨科,期刊,,,,,,,,,,,,,,,,,,,,,,,,,2025,,,,,,,,
骨科临床与研究杂志,期刊,,,,,,,,,,,,,,,,,,,,,,,,,2025,,,,,,,,
高分子学报,期刊,,,10003304,,,,,,,,,,,,,,,,,,,2023版,,,2025,2025-2026,,化工 T1（2025总汇）,,,,,
高分子材料科学与工程,期刊,,,10007555,,,,,,,,,,,,,,,,,,,2023版,,,2025,2025-2026,,,,,,,
高分子通报,期刊,,,10033726,,,,,,,,,,,,,,,,,,,2023版,,,2025,2025-2026,,,,,,,
高压物理学报,期刊,,,10005773,,,,,,,,,,,,,,,,,,,2023版,,,2025,2025-2026,,兵器科学与技术（武器工业） T3（2025总汇）,,,,,
高压电器,期刊,,,10011609,,,,,,,,,,,,,,,,,,,2023版,,,2025,2025-2026,,能源电力 T3（2025总汇）|电气工程 T2（2025总汇）,,,,,
